Station,Slot,Module,Terminal,Channel,Address,Signal,CMNumber,ValveTag,Description
ET200SP_FWD,9,DI 16x24VDC ST_9,4,356,%I46.3,Local/Remote,CM88,11-065-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,9,DI 16x24VDC ST_9,5,357,%I46.4,Open Limit Switch,CM89,11-066-A1,", "
ET200SP_FWD,9,DI 16x24VDC ST_9,6,358,%I46.5,Closed Limit Switch,CM89,11-066-A1,", "
ET200SP_FWD,9,DI 16x24VDC ST_9,7,359,%I46.6,Healthy,CM89,11-066-A1,", "
ET200SP_FWD,9,DI 16x24VDC ST_9,8,360,%I46.7,Local/Remote,CM89,11-066-A1,", "
ET200SP_FWD,9,DI 16x24VDC ST_9,9,361,%I47.0,Open Limit Switch,CM90,11-067-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,9,DI 16x24VDC ST_9,10,362,%I47.1,Closed Limit Switch,CM90,11-067-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,9,DI 16x24VDC ST_9,11,363,%I47.2,Healthy,CM90,11-067-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,9,DI 16x24VDC ST_9,12,364,%I47.3,Local/Remote,CM90,11-067-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,9,DI 16x24VDC ST_9,13,365,%I47.4,SPARE / UNUSED,,,
ET200SP_FWD,9,DI 16x24VDC ST_9,14,366,%I47.5,SPARE / UNUSED,,,
ET200SP_FWD,9,DI 16x24VDC ST_9,15,367,%I47.6,SPARE / UNUSED,,,
ET200SP_FWD,9,DI 16x24VDC ST_9,16,368,%I47.7,SPARE / UNUSED,,,
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,1,129,%Q18.0,Open Command,CM27,11-030-A1,"TK6 High P, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,2,130,%Q18.1,Close Command,CM27,11-030-A1,"TK6 High P, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,3,131,%Q18.2,Open Command,CM28,11-031-A1,"Manifold, Suction"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,4,132,%Q18.3,Close Command,CM28,11-031-A1,"Manifold, Suction"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,5,133,%Q18.4,Open Command,CM29,11-032-A1,"Manifold, Suction"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,6,134,%Q18.5,Close Command,CM29,11-032-A1,"Manifold, Suction"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,7,135,%Q18.6,Open Command,CM30,11-033-A1,"TK5 Wing P, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,8,136,%Q18.7,Close Command,CM30,11-033-A1,"TK5 Wing P, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,9,137,%Q19.0,Open Command,CM31,11-034-A2,"TK4 DB, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,10,138,%Q19.1,Close Command,CM31,11-034-A2,"TK4 DB, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,11,139,%Q19.2,Open Command,CM32,11-035-A1,"Manifold, Suction"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,12,140,%Q19.3,Close Command,CM32,11-035-A1,"Manifold, Suction"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,13,141,%Q19.4,Open Command,CM33,11-036-A1,"TK5 DB P, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,14,142,%Q19.5,Close Command,CM33,11-036-A1,"TK5 DB P, Filling"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,15,143,%Q19.6,Open Command,CM34,11-037-A1,"Manifold, Suction"
ET200SP_FWD,10,DQ 16x24VDC/0.5A ST_1,16,144,%Q19.7,Close Command,CM34,11-037-A1,"Manifold, Suction"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,1,145,%Q20.0,Open Command,CM35,11-046-A1,"TK3 Wing S, Filling"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,2,146,%Q20.1,Close Command,CM35,11-046-A1,"TK3 Wing S, Filling"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,3,147,%Q20.2,Open Command,CM36,11-047-A2,"Manifold, Suction"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,4,148,%Q20.3,Close Command,CM36,11-047-A2,"Manifold, Suction"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,5,149,%Q20.4,Open Command,CM37,11-048-A1,"Manifold, Suction"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,6,150,%Q20.5,Close Command,CM37,11-048-A1,"Manifold, Suction"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,7,151,%Q20.6,Open Command,CM38,11-049-A1,"Manifold, Suction"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,8,152,%Q20.7,Close Command,CM38,11-049-A1,"Manifold, Suction"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,9,153,%Q21.0,Open Command,CM39,11-050-A1,"TK2 Wing P, Filling"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,10,154,%Q21.1,Close Command,CM39,11-050-A1,"TK2 Wing P, Filling"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,11,155,%Q21.2,Open Command,CM40,11-051-A1,"TK1 DB C, Filling"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,12,156,%Q21.3,Close Command,CM40,11-051-A1,"TK1 DB C, Filling"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,13,157,%Q21.4,Open Command,CM41,11-052-A1,"Main line, Isolation"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,14,158,%Q21.5,Close Command,CM41,11-052-A1,"Main line, Isolation"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,15,159,%Q21.6,Open Command,CM42,11-053-A1,"TK2 High C, Filling"
ET200SP_FWD,11,DQ 16x24VDC/0.5A ST_2,16,160,%Q21.7,Close Command,CM42,11-053-A1,"TK2 High C, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,1,161,%Q22.0,Open Command,CM43,11-054-A2,"Main line, Isolation"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,2,162,%Q22.1,Close Command,CM43,11-054-A2,"Main line, Isolation"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,3,163,%Q22.2,Open Command,CM44,11-055-A1,"TK2 Wing S, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,4,164,%Q22.3,Close Command,CM44,11-055-A1,"TK2 Wing S, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,5,165,%Q22.4,Open Command,CM45,11-056-A1,"Fwd peak, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,6,166,%Q22.5,Close Command,CM45,11-056-A1,"Fwd peak, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,7,167,%Q22.6,Open Command,CM46,11-057-A1,"Main line, Isolation"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,8,168,%Q22.7,Close Command,CM46,11-057-A1,"Main line, Isolation"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,9,169,%Q23.0,Open Command,CM47,11-058-A1,"Fwd peak, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,10,170,%Q23.1,Close Command,CM47,11-058-A1,"Fwd peak, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,11,171,%Q23.2,Open Command,CM48,11-042-A1,"TK3 Wing P, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,12,172,%Q23.3,Close Command,CM48,11-042-A1,"TK3 Wing P, Filling"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,13,173,%Q23.4,Open Command,CM49,11-043-A1,"Manifold, Suction"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,14,174,%Q23.5,Close Command,CM49,11-043-A1,"Manifold, Suction"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,15,175,%Q23.6,Open Command,CM61,11-043-A2,"Manifold, Suction"
ET200SP_FWD,12,DQ 16x24VDC/0.5A ST_3,16,176,%Q23.7,Close Command,CM61,11-043-A2,"Manifold, Suction"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,1,177,%Q24.0,Open Command,CM62,11-041-A2,"TK4 Wing P, Filling"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,2,178,%Q24.1,Close Command,CM62,11-041-A2,"TK4 Wing P, Filling"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,3,179,%Q24.2,Open Command,CM63,11-039-A1,"TK4 Wing S, Filling"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,4,180,%Q24.3,Close Command,CM63,11-039-A1,"TK4 Wing S, Filling"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,5,181,%Q24.4,Open Command,CM64,11-040-A1,"Manifold, Suction"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,6,182,%Q24.5,Close Command,CM64,11-040-A1,"Manifold, Suction"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,7,183,%Q24.6,Open Command,CM65,11-044-A2,"Manifold, Suction"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,8,184,%Q24.7,Close Command,CM65,11-044-A2,"Manifold, Suction"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,9,185,%Q25.0,Open Command,CM66,11-045-A2,"TK3 DB, Filling"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,10,186,%Q25.1,Close Command,CM66,11-045-A2,"TK3 DB, Filling"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,11,187,%Q25.2,Open Command,CM77,11-014-A1,"Cross line, Isolation"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,12,188,%Q25.3,Close Command,CM77,11-014-A1,"Cross line, Isolation"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,13,189,%Q25.4,Open Command,CM86,11-063-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,14,190,%Q25.5,Close Command,CM86,11-063-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,15,191,%Q25.6,Open Command,CM87,11-064-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,13,DQ 16x24VDC/0.5A ST_4,16,192,%Q25.7,Close Command,CM87,11-064-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,1,193,%Q26.0,Open Command,CM88,11-065-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,2,194,%Q26.1,Close Command,CM88,11-065-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,3,195,%Q26.2,Open Command,CM89,11-066-A1,", "
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,4,196,%Q26.3,Close Command,CM89,11-066-A1,", "
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,5,197,%Q26.4,Open Command,CM90,11-067-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,6,198,%Q26.5,Close Command,CM90,11-067-A1,"Cross-over manifold, Isolation"
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,7,199,%Q26.6,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,8,200,%Q26.7,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,9,201,%Q27.0,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,10,202,%Q27.1,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,11,203,%Q27.2,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,12,204,%Q27.3,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,13,205,%Q27.4,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,14,206,%Q27.5,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,15,207,%Q27.6,SPARE / UNUSED,,,
ET200SP_FWD,14,DQ 16x24VDC/0.5A ST_5,16,208,%Q27.7,SPARE / UNUSED,,,
