Station,Slot,Module,Terminal,Channel,Address,Signal,CMNumber,ValveTag,Description
ET200SP_AFT,1,DI 16x24VDC ST_1,1,1,%I2.0,Open Limit Switch,CM25,11-020-A1,"DB tank, Filling"
ET200SP_AFT,1,DI 16x24VDC ST_1,2,2,%I2.1,Closed Limit Switch,CM25,11-020-A1,"DB tank, Filling"
ET200SP_AFT,1,DI 16x24VDC ST_1,3,3,%I2.2,Healthy,CM25,11-020-A1,"DB tank, Filling"
ET200SP_AFT,1,DI 16x24VDC ST_1,4,4,%I2.3,Local/Remote,CM25,11-020-A1,"DB tank, Filling"
ET200SP_AFT,1,DI 16x24VDC ST_1,5,5,%I2.4,Open Limit Switch,CM26,11-021-A1,"DB tank, Suction"
ET200SP_AFT,1,DI 16x24VDC ST_1,6,6,%I2.5,Closed Limit Switch,CM26,11-021-A1,"DB tank, Suction"
ET200SP_AFT,1,DI 16x24VDC ST_1,7,7,%I2.6,Healthy,CM26,11-021-A1,"DB tank, Suction"
ET200SP_AFT,1,DI 16x24VDC ST_1,8,8,%I2.7,Local/Remote,CM26,11-021-A1,"DB tank, Suction"
ET200SP_AFT,1,DI 16x24VDC ST_1,9,9,%I3.0,Open Limit Switch,CM50,11-008-A1,"Main line, Isolation"
ET200SP_AFT,1,DI 16x24VDC ST_1,10,10,%I3.1,Closed Limit Switch,CM50,11-008-A1,"Main line, Isolation"
ET200SP_AFT,1,DI 16x24VDC ST_1,11,11,%I3.2,Healthy,CM50,11-008-A1,"Main line, Isolation"
ET200SP_AFT,1,DI 16x24VDC ST_1,12,12,%I3.3,Local/Remote,CM50,11-008-A1,"Main line, Isolation"
ET200SP_AFT,1,DI 16x24VDC ST_1,13,13,%I3.4,Open Limit Switch,CM51,11-009-A1,"Aft peak C, Isolation"
ET200SP_AFT,1,DI 16x24VDC ST_1,14,14,%I3.5,Closed Limit Switch,CM51,11-009-A1,"Aft peak C, Isolation"
ET200SP_AFT,1,DI 16x24VDC ST_1,15,15,%I3.6,Healthy,CM51,11-009-A1,"Aft peak C, Isolation"
ET200SP_AFT,1,DI 16x24VDC ST_1,16,16,%I3.7,Local/Remote,CM51,11-009-A1,"Aft peak C, Isolation"
ET200SP_AFT,2,DI 16x24VDC ST_2,1,17,%I4.0,Open Limit Switch,CM52,11-010-A1,"Aft peak, Isolation"
ET200SP_AFT,2,DI 16x24VDC ST_2,2,18,%I4.1,Closed Limit Switch,CM52,11-010-A1,"Aft peak, Isolation"
ET200SP_AFT,2,DI 16x24VDC ST_2,3,19,%I4.2,Healthy,CM52,11-010-A1,"Aft peak, Isolation"
ET200SP_AFT,2,DI 16x24VDC ST_2,4,20,%I4.3,Local/Remote,CM52,11-010-A1,"Aft peak, Isolation"
ET200SP_AFT,2,DI 16x24VDC ST_2,5,21,%I4.4,Open Limit Switch,CM53,11-060-A1,"Aft peak P, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,6,22,%I4.5,Closed Limit Switch,CM53,11-060-A1,"Aft peak P, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,7,23,%I4.6,Healthy,CM53,11-060-A1,"Aft peak P, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,8,24,%I4.7,Local/Remote,CM53,11-060-A1,"Aft peak P, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,9,25,%I5.0,Open Limit Switch,CM54,11-061-A1,"Aft peak S, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,10,26,%I5.1,Closed Limit Switch,CM54,11-061-A1,"Aft peak S, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,11,27,%I5.2,Healthy,CM54,11-061-A1,"Aft peak S, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,12,28,%I5.3,Local/Remote,CM54,11-061-A1,"Aft peak S, Tank suction"
ET200SP_AFT,2,DI 16x24VDC ST_2,13,29,%I5.4,Open Limit Switch,CM55,11-024-A2,"DB tank, Filling"
ET200SP_AFT,2,DI 16x24VDC ST_2,14,30,%I5.5,Closed Limit Switch,CM55,11-024-A2,"DB tank, Filling"
ET200SP_AFT,2,DI 16x24VDC ST_2,15,31,%I5.6,Healthy,CM55,11-024-A2,"DB tank, Filling"
ET200SP_AFT,2,DI 16x24VDC ST_2,16,32,%I5.7,Local/Remote,CM55,11-024-A2,"DB tank, Filling"
ET200SP_AFT,3,DI 16x24VDC ST_3,1,33,%I6.0,Open Limit Switch,CM56,11-025-A2,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,2,34,%I6.1,Closed Limit Switch,CM56,11-025-A2,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,3,35,%I6.2,Healthy,CM56,11-025-A2,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,4,36,%I6.3,Local/Remote,CM56,11-025-A2,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,5,37,%I6.4,Open Limit Switch,CM57,11-028-A1,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,6,38,%I6.5,Closed Limit Switch,CM57,11-028-A1,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,7,39,%I6.6,Healthy,CM57,11-028-A1,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,8,40,%I6.7,Local/Remote,CM57,11-028-A1,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,9,41,%I7.0,Open Limit Switch,CM58,11-029-A1,"DB tank, Filling"
ET200SP_AFT,3,DI 16x24VDC ST_3,10,42,%I7.1,Closed Limit Switch,CM58,11-029-A1,"DB tank, Filling"
ET200SP_AFT,3,DI 16x24VDC ST_3,11,43,%I7.2,Healthy,CM58,11-029-A1,"DB tank, Filling"
ET200SP_AFT,3,DI 16x24VDC ST_3,12,44,%I7.3,Local/Remote,CM58,11-029-A1,"DB tank, Filling"
ET200SP_AFT,3,DI 16x24VDC ST_3,13,45,%I7.4,Open Limit Switch,CM59,11-022-A2,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,14,46,%I7.5,Closed Limit Switch,CM59,11-022-A2,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,15,47,%I7.6,Healthy,CM59,11-022-A2,"DB tank, Suction"
ET200SP_AFT,3,DI 16x24VDC ST_3,16,48,%I7.7,Local/Remote,CM59,11-022-A2,"DB tank, Suction"
ET200SP_AFT,4,DI 16x24VDC ST_4,1,49,%I8.0,Open Limit Switch,CM60,11-023-A2,"DB tank, Filling"
ET200SP_AFT,4,DI 16x24VDC ST_4,2,50,%I8.1,Closed Limit Switch,CM60,11-023-A2,"DB tank, Filling"
ET200SP_AFT,4,DI 16x24VDC ST_4,3,51,%I8.2,Healthy,CM60,11-023-A2,"DB tank, Filling"
ET200SP_AFT,4,DI 16x24VDC ST_4,4,52,%I8.3,Local/Remote,CM60,11-023-A2,"DB tank, Filling"
ET200SP_AFT,4,DI 16x24VDC ST_4,5,53,%I8.4,Open Limit Switch,CM67,11-001-A2,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,6,54,%I8.5,Closed Limit Switch,CM67,11-001-A2,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,7,55,%I8.6,Healthy,CM67,11-001-A2,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,8,56,%I8.7,Local/Remote,CM67,11-001-A2,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,9,57,%I9.0,Open Limit Switch,CM68,11-004-A1,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,10,58,%I9.1,Closed Limit Switch,CM68,11-004-A1,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,11,59,%I9.2,Healthy,CM68,11-004-A1,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,12,60,%I9.3,Local/Remote,CM68,11-004-A1,"Cross line, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,13,61,%I9.4,Open Limit Switch,CM69,11-002-A2,"Pump 2, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,14,62,%I9.5,Closed Limit Switch,CM69,11-002-A2,"Pump 2, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,15,63,%I9.6,Healthy,CM69,11-002-A2,"Pump 2, Isolation"
ET200SP_AFT,4,DI 16x24VDC ST_4,16,64,%I9.7,Local/Remote,CM69,11-002-A2,"Pump 2, Isolation"
ET200SP_AFT,5,DI 16x24VDC ST_5,1,65,%I10.0,Open Limit Switch,CM70,11-002-A4,"Pump 2, Isolation"
ET200SP_AFT,5,DI 16x24VDC ST_5,2,66,%I10.1,Closed Limit Switch,CM70,11-002-A4,"Pump 2, Isolation"
ET200SP_AFT,5,DI 16x24VDC ST_5,3,67,%I10.2,Healthy,CM70,11-002-A4,"Pump 2, Isolation"
ET200SP_AFT,5,DI 16x24VDC ST_5,4,68,%I10.3,Local/Remote,CM70,11-002-A4,"Pump 2, Isolation"
ET200SP_AFT,5,DI 16x24VDC ST_5,5,69,%I10.4,Open Limit Switch,CM71,11-005-A1,"Main line, Distribution"
ET200SP_AFT,5,DI 16x24VDC ST_5,6,70,%I10.5,Closed Limit Switch,CM71,11-005-A1,"Main line, Distribution"
ET200SP_AFT,5,DI 16x24VDC ST_5,7,71,%I10.6,Healthy,CM71,11-005-A1,"Main line, Distribution"
ET200SP_AFT,5,DI 16x24VDC ST_5,8,72,%I10.7,Local/Remote,CM71,11-005-A1,"Main line, Distribution"
ET200SP_AFT,5,DI 16x24VDC ST_5,9,73,%I11.0,Open Limit Switch,CM72,11-006-A1,"Pump 2, Suction"
ET200SP_AFT,5,DI 16x24VDC ST_5,10,74,%I11.1,Closed Limit Switch,CM72,11-006-A1,"Pump 2, Suction"
ET200SP_AFT,5,DI 16x24VDC ST_5,11,75,%I11.2,Healthy,CM72,11-006-A1,"Pump 2, Suction"
ET200SP_AFT,5,DI 16x24VDC ST_5,12,76,%I11.3,Local/Remote,CM72,11-006-A1,"Pump 2, Suction"
ET200SP_AFT,5,DI 16x24VDC ST_5,13,77,%I11.4,Open Limit Switch,CM78,11-011-A1,"Pump 1, Discharge"
ET200SP_AFT,5,DI 16x24VDC ST_5,14,78,%I11.5,Closed Limit Switch,CM78,11-011-A1,"Pump 1, Discharge"
ET200SP_AFT,5,DI 16x24VDC ST_5,15,79,%I11.6,Healthy,CM78,11-011-A1,"Pump 1, Discharge"
ET200SP_AFT,5,DI 16x24VDC ST_5,16,80,%I11.7,Local/Remote,CM78,11-011-A1,"Pump 1, Discharge"
ET200SP_AFT,6,DI 16x24VDC ST_6,1,81,%I12.0,Open Limit Switch,CM79,11-011-A3,"Bilge tie, Cross connect"
ET200SP_AFT,6,DI 16x24VDC ST_6,2,82,%I12.1,Closed Limit Switch,CM79,11-011-A3,"Bilge tie, Cross connect"
ET200SP_AFT,6,DI 16x24VDC ST_6,3,83,%I12.2,Healthy,CM79,11-011-A3,"Bilge tie, Cross connect"
ET200SP_AFT,6,DI 16x24VDC ST_6,4,84,%I12.3,Local/Remote,CM79,11-011-A3,"Bilge tie, Cross connect"
ET200SP_AFT,6,DI 16x24VDC ST_6,5,85,%I12.4,Open Limit Switch,CM80,11-011-A4,"Bilge system tie, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,6,86,%I12.5,Closed Limit Switch,CM80,11-011-A4,"Bilge system tie, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,7,87,%I12.6,Healthy,CM80,11-011-A4,"Bilge system tie, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,8,88,%I12.7,Local/Remote,CM80,11-011-A4,"Bilge system tie, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,9,89,%I13.0,Open Limit Switch,CM81,11-012-A1,"Pump 2 discharge, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,10,90,%I13.1,Closed Limit Switch,CM81,11-012-A1,"Pump 2 discharge, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,11,91,%I13.2,Healthy,CM81,11-012-A1,"Pump 2 discharge, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,12,92,%I13.3,Local/Remote,CM81,11-012-A1,"Pump 2 discharge, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,13,93,%I13.4,Open Limit Switch,CM82,11-012-A3,"Pump 2 discharge, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,14,94,%I13.5,Closed Limit Switch,CM82,11-012-A3,"Pump 2 discharge, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,15,95,%I13.6,Healthy,CM82,11-012-A3,"Pump 2 discharge, Isolation"
ET200SP_AFT,6,DI 16x24VDC ST_6,16,96,%I13.7,Local/Remote,CM82,11-012-A3,"Pump 2 discharge, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,1,97,%I14.0,Open Limit Switch,CM83,11-015-A1,"Tank branch, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,2,98,%I14.1,Closed Limit Switch,CM83,11-015-A1,"Tank branch, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,3,99,%I14.2,Healthy,CM83,11-015-A1,"Tank branch, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,4,100,%I14.3,Local/Remote,CM83,11-015-A1,"Tank branch, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,5,101,%I14.4,Open Limit Switch,CM84,11-016-A1,"Main line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,6,102,%I14.5,Closed Limit Switch,CM84,11-016-A1,"Main line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,7,103,%I14.6,Healthy,CM84,11-016-A1,"Main line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,8,104,%I14.7,Local/Remote,CM84,11-016-A1,"Main line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,9,105,%I15.0,Open Limit Switch,CM85,11-003-A1,"Cross line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,10,106,%I15.1,Closed Limit Switch,CM85,11-003-A1,"Cross line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,11,107,%I15.2,Healthy,CM85,11-003-A1,"Cross line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,12,108,%I15.3,Local/Remote,CM85,11-003-A1,"Cross line, Isolation"
ET200SP_AFT,7,DI 16x24VDC ST_7,13,109,%I15.4,SPARE / UNUSED,,,
ET200SP_AFT,7,DI 16x24VDC ST_7,14,110,%I15.5,SPARE / UNUSED,,,
ET200SP_AFT,7,DI 16x24VDC ST_7,15,111,%I15.6,SPARE / UNUSED,,,
ET200SP_AFT,7,DI 16x24VDC ST_7,16,112,%I15.7,SPARE / UNUSED,,,
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,1,1,%Q2.0,Open Command,CM25,11-020-A1,"DB tank, Filling"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,2,2,%Q2.1,Close Command,CM25,11-020-A1,"DB tank, Filling"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,3,3,%Q2.2,Open Command,CM26,11-021-A1,"DB tank, Suction"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,4,4,%Q2.3,Close Command,CM26,11-021-A1,"DB tank, Suction"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,5,5,%Q2.4,Open Command,CM50,11-008-A1,"Main line, Isolation"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,6,6,%Q2.5,Close Command,CM50,11-008-A1,"Main line, Isolation"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,7,7,%Q2.6,Open Command,CM51,11-009-A1,"Aft peak C, Isolation"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,8,8,%Q2.7,Close Command,CM51,11-009-A1,"Aft peak C, Isolation"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,9,9,%Q3.0,Open Command,CM52,11-010-A1,"Aft peak, Isolation"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,10,10,%Q3.1,Close Command,CM52,11-010-A1,"Aft peak, Isolation"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,11,11,%Q3.2,Open Command,CM53,11-060-A1,"Aft peak P, Tank suction"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,12,12,%Q3.3,Close Command,CM53,11-060-A1,"Aft peak P, Tank suction"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,13,13,%Q3.4,Open Command,CM54,11-061-A1,"Aft peak S, Tank suction"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,14,14,%Q3.5,Close Command,CM54,11-061-A1,"Aft peak S, Tank suction"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,15,15,%Q3.6,Open Command,CM55,11-024-A2,"DB tank, Filling"
ET200SP_AFT,8,DQ 16x24VDC/0.5A ST_1,16,16,%Q3.7,Close Command,CM55,11-024-A2,"DB tank, Filling"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,1,17,%Q4.0,Open Command,CM56,11-025-A2,"DB tank, Suction"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,2,18,%Q4.1,Close Command,CM56,11-025-A2,"DB tank, Suction"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,3,19,%Q4.2,Open Command,CM57,11-028-A1,"DB tank, Suction"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,4,20,%Q4.3,Close Command,CM57,11-028-A1,"DB tank, Suction"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,5,21,%Q4.4,Open Command,CM58,11-029-A1,"DB tank, Filling"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,6,22,%Q4.5,Close Command,CM58,11-029-A1,"DB tank, Filling"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,7,23,%Q4.6,Open Command,CM59,11-022-A2,"DB tank, Suction"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,8,24,%Q4.7,Close Command,CM59,11-022-A2,"DB tank, Suction"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,9,25,%Q5.0,Open Command,CM60,11-023-A2,"DB tank, Filling"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,10,26,%Q5.1,Close Command,CM60,11-023-A2,"DB tank, Filling"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,11,27,%Q5.2,Open Command,CM67,11-001-A2,"Cross line, Isolation"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,12,28,%Q5.3,Close Command,CM67,11-001-A2,"Cross line, Isolation"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,13,29,%Q5.4,Open Command,CM68,11-004-A1,"Cross line, Isolation"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,14,30,%Q5.5,Close Command,CM68,11-004-A1,"Cross line, Isolation"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,15,31,%Q5.6,Open Command,CM69,11-002-A2,"Pump 2, Isolation"
ET200SP_AFT,9,DQ 16x24VDC/0.5A ST_2,16,32,%Q5.7,Close Command,CM69,11-002-A2,"Pump 2, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,1,33,%Q6.0,Open Command,CM70,11-002-A4,"Pump 2, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,2,34,%Q6.1,Close Command,CM70,11-002-A4,"Pump 2, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,3,35,%Q6.2,Open Command,CM71,11-005-A1,"Main line, Distribution"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,4,36,%Q6.3,Close Command,CM71,11-005-A1,"Main line, Distribution"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,5,37,%Q6.4,Open Command,CM72,11-006-A1,"Pump 2, Suction"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,6,38,%Q6.5,Close Command,CM72,11-006-A1,"Pump 2, Suction"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,7,39,%Q6.6,Open Command,CM78,11-011-A1,"Pump 1, Discharge"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,8,40,%Q6.7,Close Command,CM78,11-011-A1,"Pump 1, Discharge"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,9,41,%Q7.0,Open Command,CM79,11-011-A3,"Bilge tie, Cross connect"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,10,42,%Q7.1,Close Command,CM79,11-011-A3,"Bilge tie, Cross connect"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,11,43,%Q7.2,Open Command,CM80,11-011-A4,"Bilge system tie, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,12,44,%Q7.3,Close Command,CM80,11-011-A4,"Bilge system tie, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,13,45,%Q7.4,Open Command,CM81,11-012-A1,"Pump 2 discharge, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,14,46,%Q7.5,Close Command,CM81,11-012-A1,"Pump 2 discharge, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,15,47,%Q7.6,Open Command,CM82,11-012-A3,"Pump 2 discharge, Isolation"
ET200SP_AFT,10,DQ 16x24VDC/0.5A ST_3,16,48,%Q7.7,Close Command,CM82,11-012-A3,"Pump 2 discharge, Isolation"
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,1,49,%Q8.0,Open Command,CM83,11-015-A1,"Tank branch, Isolation"
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,2,50,%Q8.1,Close Command,CM83,11-015-A1,"Tank branch, Isolation"
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,3,51,%Q8.2,Open Command,CM84,11-016-A1,"Main line, Isolation"
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,4,52,%Q8.3,Close Command,CM84,11-016-A1,"Main line, Isolation"
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,5,53,%Q8.4,Open Command,CM85,11-003-A1,"Cross line, Isolation"
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,6,54,%Q8.5,Close Command,CM85,11-003-A1,"Cross line, Isolation"
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,7,55,%Q8.6,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,8,56,%Q8.7,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,9,57,%Q9.0,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,10,58,%Q9.1,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,11,59,%Q9.2,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,12,60,%Q9.3,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,13,61,%Q9.4,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,14,62,%Q9.5,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,15,63,%Q9.6,SPARE / UNUSED,,,
ET200SP_AFT,11,DQ 16x24VDC/0.5A ST_4,16,64,%Q9.7,SPARE / UNUSED,,,
ET200SP_MID,1,DI 16x24VDC ST_1,1,113,%I16.0,Open Limit Switch,CM01,10-041-A1,"Bow thruster room, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,2,114,%I16.1,Closed Limit Switch,CM01,10-041-A1,"Bow thruster room, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,3,115,%I16.2,Healthy,CM01,10-041-A1,"Bow thruster room, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,4,116,%I16.3,Local/Remote,CM01,10-041-A1,"Bow thruster room, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,5,117,%I16.4,Open Limit Switch,CM02,10-017-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,6,118,%I16.5,Closed Limit Switch,CM02,10-017-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,7,119,%I16.6,Healthy,CM02,10-017-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,8,120,%I16.7,Local/Remote,CM02,10-017-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,9,121,%I17.0,Open Limit Switch,CM03,10-018-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,10,122,%I17.1,Closed Limit Switch,CM03,10-018-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,11,123,%I17.2,Healthy,CM03,10-018-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,12,124,%I17.3,Local/Remote,CM03,10-018-A1,"Hold 4, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,13,125,%I17.4,Open Limit Switch,CM04,10-021-A1,"Hold 3, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,14,126,%I17.5,Closed Limit Switch,CM04,10-021-A1,"Hold 3, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,15,127,%I17.6,Healthy,CM04,10-021-A1,"Hold 3, Bilge suction"
ET200SP_MID,1,DI 16x24VDC ST_1,16,128,%I17.7,Local/Remote,CM04,10-021-A1,"Hold 3, Bilge suction"
ET200SP_MID,2,DI 16x24VDC ST_2,1,129,%I18.0,Open Limit Switch,CM05,10-022-A1,"Hold 3, Bilge suction"
ET200SP_MID,2,DI 16x24VDC ST_2,2,130,%I18.1,Closed Limit Switch,CM05,10-022-A1,"Hold 3, Bilge suction"
ET200SP_MID,2,DI 16x24VDC ST_2,3,131,%I18.2,Healthy,CM05,10-022-A1,"Hold 3, Bilge suction"
ET200SP_MID,2,DI 16x24VDC ST_2,4,132,%I18.3,Local/Remote,CM05,10-022-A1,"Hold 3, Bilge suction"
ET200SP_MID,2,DI 16x24VDC ST_2,5,133,%I18.4,Open Limit Switch,CM06,10-007-A1,"ER, Suction"
ET200SP_MID,2,DI 16x24VDC ST_2,6,134,%I18.5,Closed Limit Switch,CM06,10-007-A1,"ER, Suction"
ET200SP_MID,2,DI 16x24VDC ST_2,7,135,%I18.6,Healthy,CM06,10-007-A1,"ER, Suction"
ET200SP_MID,2,DI 16x24VDC ST_2,8,136,%I18.7,Local/Remote,CM06,10-007-A1,"ER, Suction"
ET200SP_MID,2,DI 16x24VDC ST_2,9,137,%I19.0,Open Limit Switch,CM07,10-009-A1,"ER/Pipe void, Isolation"
ET200SP_MID,2,DI 16x24VDC ST_2,10,138,%I19.1,Closed Limit Switch,CM07,10-009-A1,"ER/Pipe void, Isolation"
ET200SP_MID,2,DI 16x24VDC ST_2,11,139,%I19.2,Healthy,CM07,10-009-A1,"ER/Pipe void, Isolation"
ET200SP_MID,2,DI 16x24VDC ST_2,12,140,%I19.3,Local/Remote,CM07,10-009-A1,"ER/Pipe void, Isolation"
ET200SP_MID,2,DI 16x24VDC ST_2,13,141,%I19.4,Open Limit Switch,CM08,10-012-A1,"Pipe void aft, Isolation"
